business_id,similar_1,similar_2,similar_3
F6FYo3IpVwvAJ04kcwEh_w,Cafe Miami - Cleveland,Rosewood Grill - Hudson,AMP 150 - Cleveland
F80c5w4dUF1QoFcJG4JrmQ,Spice Kitchen + Bar - Cleveland,Valerio's Restaurant - Cleveland,Jezebels Bayou - Cleveland
FC2wDc27USi6cx2GCGYaXQ,Balaton Restaurant - Cleveland,Barrio - Cleveland,Tito's Mexican Grill - Fairlawn
FEST-KPp7yupwqkArWvm2g,Firehouse Grill & Pub - Tallmadge,City Tap - Cleveland,House of Blues - Music Venue - Cleveland
FI7RsrAxVdiDEuSKlYql1w,Umi Sushi - Middleburg Heights,Smoke BBQ Grill - Painesville,Sakura Japanese Restaurant - Brecksville
FQM4pVt1jeZcBGLIsXhXNA,The Original Mario Fazios - Willoughby Hills,Stella Mia Ristorante - Westlake,Nate's Deli & Restaurant - Cleveland
FSHT9-uNQq1MokvuEUNc3w,Heck's Café - Avon,Herb's Tavern - Rocky River,Brown Bag Burger - North Olmsted
FXCnmBZvK_7vaXOIv8txmw,Skyway Drive-In Restaurant - Fairlawn,MOOYAH Burgers Fries & Shakes - Rocky River,B Spot - Strongsville
FZL7ZC3OG0lkdCAWPIajUg,The City Diner - Cleveland,Burntwood Tavern - Fairlawn,Red Robin Gourmet Burgers - North Olmsted
FdNdV2IZQnRlHyDicfVnMw,Mezza Mediterranean Cuisine - Westlake,Old Fashion Hot Dogs - Cleveland,Dos Coronas - Macedonia
FedVIzzA592Tchv3XnS18g,Aladdin's Eatery - Fairlawn,Somer's Restaurant - Cleveland,Red Lobster - North Olmsted
FeigEbRVs3d_WoMVUhIT7g,Michaelangelo's - Cleveland,Luca Italian Cuisine - Cleveland,Crop Bistro & Bar - Cleveland
Ffcgz0ZYQ6H__t3JFFCZOA,Guys Pizza Co - Cleveland Heights,Tasty Pizza - Cleveland,Carmino's Pizza - Cleveland
Fg8qZ97aJjmdFgOYqLARDQ,Franklin Square Deli - Kent,Sushi Rock - Cleveland,Abc the Tavern - Cleveland
FjWkdzVMhv5S-Lm1Qu1AEw,MoMo's Kebab - Cleveland Heights,Cafe Tandoor - Cleveland Heights,High Thai'd - Cleveland Heights
FkW_GaYtciVJPsHClk30zA,Kumo Japanese Seafood Buffet - Parma,Pacific East Japanese Restaurant - Cleveland Heights,Sokolowski's University Inn - Cleveland
Flu85aQ9mdeL0dyja4Vv0A,Yours Truly Restaurants - Mayfield Village,Flying Cranes Cafe - Cleveland,Fresh Start Diner - Twinsburg
FnlNoLbbYtljVmte6_nZFw,1815 Tavern - Aurora,Denny's - Independence,Buffalo Wild Wings - Strongsville
FnzYaH-uFANFyjrVuJkpwg,B Spot - Strongsville,Beal's Pickles 'n' Pints - Willoughby,BurgerFi - Mentor
FoVasFoCvniz8j26uwA_Hg,XO Prime Steaks - Cleveland,Table 45 - Cleveland,Moosehead Grill - Amherst
FpW25osFTrQf2dCIzAPavQ,Jo Jo Carloni's - Olmsted Falls,Paninis Bar & Grill - Cleveland,Antonio's - Parma
FutUAQPBfCeTmqytfDW1pA,Swirl Wine Bar - Solon,Mulligans Pub and Grill - Avon,Big Al's Diner - Cleveland
FvXZcRB8bocNMDvFUnoWhg,Olde Town Pizza House - Amherst,Romito's Pizza West - Independence,PIZZAFIRE - Cleveland
Fwi9X2fyQ0zVoWAlUi4skQ,Charkha Exotic Indian Cuisine - Cleveland,Momocho - Cleveland,Nou.veau - Concord
Fxk23pD0vgRa95u1mPQ4tQ,The Venue Bistro and Wine Bar - Parma Heights,Ha Ahn Korean Restaurant - Cleveland,El Campesino - Stow
Fy_FojwGrizFhLWoTPxFuQ,Fox & Hound - Mayfield Heights,Café Bon Appétit - Cleveland Heights,Leader Bar And Grill - Cleveland
FyfXTZpQPewhgI7zU5pVtA,Chicago Deli - Solon,Angie's Soul Cafe - Cleveland,Cleveland Chop - Cleveland
FysNvkBMtHaJAwnarboMNQ,The Mars Bar - Lakewood,Potbelly Sandwich Shop - Independence,Prosperity Social Club - Cleveland
G0EJjh-dqJBmSEhQRog-hQ,B Spot - Horseshoe Casino - Cleveland,B Spot - Strongsville,Burger Fresh - Solon
G2_L24HgSEwRWSjODhNnzA,Laziza - Kent,El Rodeo - Cleveland,Crave Cantina - Cuyahoga Falls
G9SOoi_tdUUeYLEzTRqPxw,Stancato's Italian Restaurant - Cleveland,Carrabba's Italian Grill - Westlake,Flour - Moreland Hills
G9UlT-mBMdUwoUGCW405ow,Fuji Grill Buffet - Parma,El Jalapeños - Cleveland,Vegan Sweet Tooth - Woodmere
GCr0eTVnVzFE72c-VJezoQ,L'Albatros - Cleveland,The Melting Pot - Fairview Park - Fairview Park,Salt+ A Restaurant - Lakewood
GDpd9KZdUgnjcoCWTTphqw,Lotus Thai House - Cleveland Heights,Lemongrass Grill - Munroe Falls,Thai Kitchen - Lakewood
GECYtaSkNrRpBIiqkX-PyQ,Lager & Vine Gastropub & Wine Bar - Hudson,Burntwood Tavern - Rocky River,Rubin's Family Restaurant & Deli - Cleveland
GIfZNMP0oIJCje_Xp0Bgrw,Tree Huggers Cafe - Berea,Melt Bar and Grilled - Independence,Hodge's - Cleveland
GQRql4WEd_tdMXJDzb7WIA,Winking Lizard Tavern - Cleveland,Village Gardens Restaurant & Pastries - Cuyahoga Falls,Rusty Bucket Restaurant & Tavern - Solon
GQkCw7318u55O1JSCZL1Uw,Provenance - Cleveland,Bravo! Cucina Italiana - Woodmere,Great Scott Tavern - Euclid
GXGQsBBdQ57nUaHHFF7_CQ,Quaker Steak & Lube - Mentor,Tony K's Bar & Grille - Berea,The Rib Cage Smokehouse and Bar - Cleveland Heights
G_CW38j3t6VOZiiYtJQvng,Lagerheads - Medina,The Hot Dog Diner - Parma,Munch - Solon
GcA4laq0bKWDC6-50ATs1w,Yours Truly Restaurants - Medina,LongHorn Steakhouse - Solon,Buffalo Wild Wings - Fairview Park
GdZ-Ryn9QzqV4glodYF6Jg,Dynomite Burgers & Sushi - Cleveland,Ray's Place - Fairlawn,Taki's Greek Kitchen - Avon Lake
GeZiOW34ZL6jC9g-mq9QvA,Mi Pueblo Taqueria - Cleveland,Kenko Sushi & Teriyaki - Cleveland,Istanbul Mediterranean Grill - Avon
GeeR1ScER2WpFoJs1sTjsA,Luchita's Mexican Restaurant - Hudson,Evergreen Chinese Buffet - Kent,Aldo's Restaurant - Brooklyn
Gf40Ghm5UXOPjyeURX7s8g,The Black Pig - Cleveland,Melt Bar and Grilled - Mentor,Deagan's Kitchen & Bar - Lakewood
Gh2kkOnzieYqe5cVLtl7MA,Dewey's Coffee House - Cleveland,Barley House - Cleveland,Holiday Inn Cleveland-Strongsville - Strongsville
Gk_leAREKfnhByT_evPuqA,Crepes In the City - Willoughby,Green Rooster Farms - Cleveland,Chowder House Cafe - Cuyahoga Falls
GnJwQObGXwR7Sly6Bul0EQ,On Tap Medina - Medina,Rocky River Brewing Company - Rocky River,Academy Tavern - Cleveland
GsEv2zIzYuGxWqTR2PE6Dw,Steak 'n Shake - Willoughby,Steak 'n Shake - Macedonia,Winners Sports Bar & Grill - Cleveland
GtSNTE2qMOZBlj0noCgCGw,L.A. Pete's - Independence,Tinkers Creek Road Tavern - Walton Hills,Goody's Restaurant - Brook Park
GyPEDDIgpmThkzsq4TYlPQ,New Heights Grill - Cleveland,Pacific Grill - South Euclid,La Shish Grill - Stow
H07XWxoGb3dMnSfdiZgrBA,The Taverne of Richfield - Richfield,Luna's Deli & Restaurant - Northfield,Tartine Bistro & Wine Bar - Rocky River
H1j34TgbrVZkxeww9xlJTw,IL Bacio - Cleveland,The Root Cafe - Lakewood,The Blue Door Cafe & Bakery - Cuyahoga Falls
H3cMcV9KK3g2pi68lDNsng,The Pub - Cleveland,Pickwick & Frolic Restaurant & Club - Cleveland,Alley Cat Oyster Bar - Cleveland
H3s8-8HdrZen0BpzMWvlhw,Red Robin Gourmet Burgers - North Olmsted,Steak n' Shake - South Euclid,Steak 'n Shake - Brooklyn
HBX4hBNcOYwAJ2kAWebtbA,Coastal Taco - Cleveland,El Tren Grill - Tallmadge,Scramblers - Strongsville
HC7XYU669ZXbE1cChU5U0Q,Fratello's - Avon Lake,Nate's Deli & Restaurant - Cleveland,Henry Wahner's Restaurant & Lounge - Kent
HCXvxrC-mjqxxrGrBjjYNA,Dynomite Burgers - Cleveland,BurgerFi - Cuyahoga Falls,The Rail - Fairlawn
HFvcnBSVPk66HUAaVKaK8A,Shinano Sushi Bar & Japanese Cuisine - Solon,Dolphin Family Restaurant - Northfield,Priya Indian Restaurant - Parma
HGc61UN2Gr9RGQXC6mXFNQ,Chipotle Mexican Grill - Cleveland,Big Al's Diner - Cleveland,Boulevard Tavern - Cuyahoga Falls
HIvLwkEYuGRtI17H2x7RuQ,Anatolia Cafe - Cleveland Heights,Castillo Mexicano - Lorain,1890 at the Arcade - Cleveland
HNs2Nf-trqFTDtho4vhfmA,Lucky's Café - Cleveland,White Oaks - Westlake,Huron Square Deli - Cleveland
HNv5U4CnJIY5CiwdedVrHQ,Square 22 - Strongsville,Old Carolina Barbecue Company - Lyndhurst,Brooklyn Barbeque - Cleveland
HO__o8ndEqZS84voSZZONQ,Crooked River Bbq + Beer - Lyndhurst,Laziza - Kent,El Tolteca Mexican Grill - Brooklyn
HQl28KMwrEKHqhFrrDqVNQ,The Black Pig - Cleveland,Sully's Irish Pub - Medina,Red Lantern Kitchen & Bar - Cleveland
HW8iARU2n2wOkezDWKit_Q,pizzaBOGO - Cleveland,Farinacci Pizza - Hudson,Biga Wood Fired Pizzeria - Kirtland
HWgz2YN0VKQzJ1Mlh1DjMA,Bearden's Restaurant - Rocky River,Herb's Tavern - Rocky River,Dynomite Burgers & Sushi - Cleveland
He6gCZdGICRXw-G7IusxBA,Nuevo Acapulco - Tallmadge,Luchita's Mexican Restaurant - Hudson,Giuseppe's Ristorante - Northfield
Hew_aO1WsHAlRpaxXcbgqw,PIZZAFIRE - Cuyahoga Falls,Jet's Pizza - Westlake,Angelo's Pizza - Lakewood
HmF1uRRxucvELiPWXXsZPw,Burgers 2 Beer - Highland Heights,Whitey's - Richfield,Burgers 2 Beer - Cleveland
HrppuvgMdHCCWw6UObirrA,Jack's Deli & Restaurant - Cleveland,Quaker Steak & Lube - Sheffield Village,DiBella's Subs - Strongsville
Hs68UjZqsTncXTT7V0J9fg,Tony K's Bar & Grille - Berea,Rue 254 - Avon,Original Steaks and Hoagies - Twinsburg
Hy_UuNOaOgpoBDo-d-kcbw,Burrito Loco - Mentor-on-the-Lake,The DC Pasta Co - Strongsville,Chapati Indian Grill - Cleveland
I1qRb4qqQRly7NhIOCkk_Q,B Spot - Woodmere,Skyway Drive-In Restaurant - Fairlawn,B Spot - Westlake
I2lDmQHDxnUKbEBJuJCW6w,Pad Thai - Hudson,Thai Gourmet - Stow,Pho & Rice - Cleveland Heights
I5YF1kl3LCVM6nDeP8rUzQ,Crust - Cleveland,Courthouse Pizzeria - Medina,Dewey's Pizza - Lakewood
I6ocB-D9EAlk3Y9xGll1qA,Tartine Bistro & Wine Bar - Rocky River,Yours Truly Restaurants - Mentor,Chicago Deli - Solon
I81hDYqQjMaaE3p6KyRMJA,Bucci's J Bella - Strongsville,Burntwood Tavern - Westlake,Cracker Barrel Old Country Store - Sheffield Village
IAbq5UuXX_hJbxTOB5suWQ,Sushi 86 - Cleveland,Luna Bakery Cafe - Cleveland,Project Sushi - Medina
IBTbSC9zAodn54NuuphLhQ,Tree City Coffee & Pastry - Kent,Sheraton Suites Akron/Cuyahoga Falls - Cuyahoga Falls,Wine Bar Rocky River - Rocky River
ICimDC0cbPBMfeQd88IicQ,The Cabin of Willowick - Willowick,Luchita's Mexican Restaurant - Cleveland,Gia Lai - Lyndhurst
IFaRfrlwhQo4gILB0wmA-g,Gene's Place To Dine - Cleveland,Jalapeno Loco - Mentor,The Root Cafe - Lakewood
IJ4Xbz-LK32oW7SDtMwiQw,Steak 'n Shake - Brooklyn,Red Robin Gourmet Burgers - Orange Village,Steak 'n Shake - Elyria
IJSu7R5hDqX03Fvh8XoUiw,Stone Mad Pub - Cleveland,Village Gardens Restaurant & Pastries - Cuyahoga Falls,Great Lakes Brewing Co - Cleveland
IJlEACzNH-i_6Ovppj1KSQ,Planet Sub - Cuyahoga Falls,Graffiti: A Social Kitchen - Cleveland,Falafel Cafe - Cleveland
IMoMOGoIDabx_Gnkw4-mmg,Bubba's Q - Avon,Corkscrew Saloon - Medina,Stir Crazy Fresh Asian Grill - Lyndhurst
IOQ7hWDbdzZgOSr2sDELoQ,Burgers 2 Beer - Lakewood,Red Robin Gourmet Burgers - Willoughby,Grind Burger - Highland Heights
IPF4KcnNTuITlyiaSooD4w,Russo's - Peninsula,XYZ the Tavern - Cleveland,Humble Wine Bar - Lakewood
IPrtHNKwLERUKvYJGDOHtg,Sung's House - Cleveland,Sí Señor Mexican Restaurant - Westlake,Kung Fu Tea - Cleveland
IR7jxb7CAhdT1MNdhpK9rw,Russo's - Peninsula,Thyme2 - Medina,Tree City Coffee & Pastry - Kent
ITde2CeOZ6fUG9h3xb-Nag,Creekside Restaurant & Bar - Brecksville,1815 Tavern - Aurora,Georgetown Restaurant - Lakewood
IUmylj6lLBFUyQtBnxB_jQ,Dianna's Deli & Restaurant - Lakewood,Los Habañeros Authentic Mexican Restaurant - Shaker Heights,Shuhei - Beachwood
IXLDpnSLYiyz9tjOrpCFpA,Loco Leprechaun - Westlake,Fox & Hound English Pub & Grille - Parma,Mike's Place - Kent
IYpaW7h8aPYKIK84_ZKMIg,Pier W - Lakewood,Hibachi Japan Steak House - Cuyahoga Falls,Bonbon Pastry and Cafe - Cleveland
IZGiXMg13LvEqm8IGE_Gag,Inn On Coventry - Cleveland,Music Box Supper Club - Cleveland,Big Al's Diner - Cleveland
IarLBVbjB_rLDdZeCg-ydg,Istanbul Mediterranean Grill - Avon,Nam Wah Chinese Vietnamese - Berea,Ushabu - Cleveland
IbWfINxjH4IwNCsbqFexiA,Maha's Falafil - Cleveland,The DoubleTree by Hilton Cleveland East /Beachwood - Beachwood,Around the Corner Saloon & Cafe - Lakewood
IfdaoLWUc8LJU8BE3qb0Ng,Bellacino's Pizza & Grinders - Stow,Beerhead Bar & Eatery - Cleveland,Sapori Italian Grille - Avon Lake
IfdwBSEuDK3fKvVHVX9k0A,The Greenhouse Tavern - Cleveland,Black Dog Kitchen & Bar - Cleveland,PJ McIntyres Irish Pub - Cleveland
Ih0f0UyhFufm3C7kR72DSQ,Olive Garden Italian Restaurant - North Olmsted,Samurai Sushi and Steakhouse - Strongsville,Las Cazuelas - Avon Lake
Im0hMcWaqWIzuBM8xILDsA,"First Watch - Breakfast, Brunch & Lunch - Cuyahoga Falls",Mizu Japanese Sushi Restaurant - Parma,Lopez - Cleveland Heights
IoXcQkLpEaiv6S7ITelLWg,Nam Wah Chinese Vietnamese - Berea,Umami - Chagrin Falls,Las Dos Fronteras - Cleveland
IpQG7s5l7ba5NxyzTxn7pg,Thon Buri Thai Cuisine - Chagrin Falls,New Heights Grill - Cleveland,Mad Jack's Grill & Pub - Aurora
IqKanbuCPO4kTBElID3V1Q,Somer's Restaurant - Cleveland,Girves Brown Derby - Cleveland,Outback Steakhouse - Westlake
IqXDpeNbePsW1jR7SSO57w,AlPita Mediterranean Cuisine - Rocky River,Superior Pho - Cleveland,Fresco Mexican Grill & Salsa Bar - Kent
Iw9k29FJCZ0fC68oxK1NtA,Falafel Xpress - Lakewood,Carrie Cerino's Ristorante & Party Center - North Royalton,Pupuseria Katarina - Cleveland
IzEHkReZTds6ipOaCq2G6g,Firehouse Grill & Pub - Tallmadge,Loco Leprechaun - Westlake,The Boneyard Beer Farm and Mesquite Grill - Mayfield Heights
J-c9f_geQDMcNiZSjJDDYw,Pari Authentic Indian Cuisine - Chesterland,Mughal Grill - Chester Township,Ohio City Burrito - Cleveland
J1KCaKqw-1qcERELeTJEBA,La Shish Grill - Stow,Mentor Family Restaurant - Mentor,Pacific Grill - South Euclid
J1RDyyPxhioqm8c_fi4P4Q,Scratch - Independence,Lopez - Cleveland Heights,Corky and Lenny's - Woodmere Village
J4fxdRNWmqckOHTPJocWEw,James Place - Aurora,Panini's Bar and Grill - Brunswick,Cibo Homemade Pasta & Grille - Chagrin Falls
J4jxIxv_vgmWHCajos_B8w,Hibachi Japanese Steakhouse - Independence,Jennifer's Restaurant - Strongsville,Dino's III - Wickliffe
J4tO07oCDhwP3rdcgjjdxg,Presti's Bakery - Cleveland,Trader Jack's Riverside Grille - Eastlake,Ken Stewart's Tre Belle - Bath
J5kUNCioqtgNCursxMMJaw,Chick-fil-A - Warrensville Heights,Chipotle Mexican Grill - Cleveland,Chipotle Mexican Grill - South Euclid
J5tGb5yI9-bMEohZrtf0SQ,Tasty Pizza - Cleveland,Master Pizza - Cleveland,Crostatas Rustic Pizza - Highland Heights
J6NSVc43WrlPnnVHezz7dw,pizzaBOGO - Cleveland,Capri Pizza - Cleveland,Altieri's Pizza - Stow
J6sLDg0ZdWch_1S8hyEbgg,Aladdin's Eatery - Westlake,Bistro Du Beaujolais - Olmsted Falls,The Greek House Grille - Wickliffe
J7B-hSSYDYSIQx5xiqOJTw,Inchin's Bamboo Garden - North Olmsted,Evergreen Chinese Buffet - Kent,Indian Flame Restaurant - Cleveland
JBt7b3Z9of23xuz3_uIq3Q,Biagio's Donut Shop & Pizzeria - Eastlake,Mister Brisket - Cleveland,D'Italia - Westlake
JC-8I-jD2FUaFc3512dVcQ,Corky and Lenny's - Woodmere Village,Vieng's Asian Bistro - Westlake,Liquid Planet - Cleveland
JCdEeoMxmY-kBgIrjbvwRw,Gillespie's Map Room - Cleveland,Tommy's Fairview Tavern - Cleveland,Gypsy Beans and Baking Company - Cleveland
JFaTPxWQC14VmFnXLv7W1g,Hooley House Sports Pub & Grille - Westlake,The Parma Tavern - Cleveland,My Friends Deli & Restaurant - Cleveland
JHtxvPm0XFAeGJ1OdviCrA,Noodlecat - Cleveland,Pearl of the Orient - Rocky River,Nuevo Acapulco - North Olmsted
JI88Hdn6TM6rpYIUEk_xwA,Nuevo Acapulco - Tallmadge,Bonefish Grill - Westlake,Luchita's Mexican Restaurant - Hudson
JJe0yIYC_M3la1Qbm9i3UQ,TGI Fridays - Mayfield Heights,Scramblers - Mentor,Houlihan's - Strongsville
JKAYcu_1UPHTyquCZCKPaw,Grove Hill - Chagrin Falls,Jimmy's - Painesville,The Cheesecake Factory - Westlake
JKM8N-qeXl_cLXOFRpevEA,The DoubleTree by Hilton Cleveland East /Beachwood - Beachwood,Gentile's Bakery - Catering & Deli - Parma,The Boneyard Beer Farm and Mesquite Grill - Mayfield Heights
JLQJVA4khqQ1LNWCJJHgGw,BJ's Restaurant & Brewhouse - Mentor,Sonic - Mayfield Heights,Max & Erma's - Middleburg Heights
JO5_Frcbp9J732VNn-I3Ew,Steak 'n Shake - Brooklyn,Steak 'n Shake - Macedonia,BJ's Restaurant & Brewhouse - Mentor
JPmu9-2jd7nGIuTXEqT9zg,Light Bistro - Cleveland,Bricco Kent - Kent,La Dolce Vita - Cleveland
JTstxpVRd_uSD3hCxzrEvw,El Patron Mexican Grill & Cantina - Chardon,Aladdin's Eatery - Cleveland,The Detroiter - Lakewood
JU7xlxQ4PMl5gAUkPk4uDw,Flying Fig - Cleveland,Gamekeeper's Taverne - Chagrin Falls,The Rib Cage Smokehouse and Bar - Cleveland Heights
JVT4ES1BrKmmE6e2vt4E9g,Chopstick Chinese Restaurant - Cleveland,Charm Thai Restaurant - Parma,Tea House Noodles - Cleveland
JXiOlujB1i7aZvkNJ9xpzQ,Mitchell's Fish Market - Woodmere,Akira Hibachi & Sushi - Solon,Brio Tuscan Grille - Westlake
JY4kqpElqfflV51PGttFNA,The Cutting Board - Aurora,Rusty Anchor - Cleveland,LongHorn Steakhouse - Rocky River
J_h3PRl7_6xmOy2C7dvs-Q,Washington Place Bistro - Cleveland,The Melting Pot - Fairview Park - Fairview Park,Salt+ A Restaurant - Lakewood
JbcnVOswmYGgA-iMek98vg,Dickey's BBQ Pit - Parma,5th Avenue Deli & Grill - Cleveland,Soho Chicken + Whiskey - Cleveland
Jbl6p9CVkfCB8fWYFd2-Qw,The Spread Buffet - Cleveland,Empress Taytu Ethiopian Restaurant - Cleveland,Golden Corral - Northfield
Jc5TLi7cGKNlxfs2HF3GhA,Niko's Bar & Gyros - North Royalton,The Coney Company - Cleveland,Twisted Meltz - Kent
Jd9L7pNhC982XeCNbPncXg,La Pizzeria - Cleveland,The Wild Goose - Willoughby,Arturo's Bar & Grille - North Olmsted
JezHN-9KKLTMbojq00VP0g,Hansa Brewery - Cleveland,Jack Flaps - Cleveland,White Oaks - Westlake
JftoP9r6TT98v83hfY9RZw,MoMo's Kebab - Cleveland Heights,Mint Cafe - Cleveland Heights,High Thai'd - Cleveland Heights
JgtawtDX0Oie8ZXz2NfjYQ,The Stone Oven Bakery & Cafe - Woodmere,Aladdin's Eatery - Cleveland,Open Pitt Barb-B-Que - Cleveland
JkQSLe_rBftbTJdZuQFlSw,Emperor's Palace - Cleveland,Bowl Of Pho - Woodmere,Corkscrew Saloon - Medina
JlkHGjgS3MJ5FqEDJdu8xQ,The Bourbon Street Barrel Room - Cleveland,Great Taste Chinese Restaurant - Cleveland,Aladdin's Eatery - Fairlawn
JqcYO5T8OZ8ukDPMwAzu7A,Tony Sacco's Coal Oven Pizza - Mentor,Vero Pizza Napoletana - Cleveland Heights,Noce Gourmet Pizzeria - Chardon
Jqd8QeYoBxJvYxhG0Lekyg,The Cutting Board - Aurora,Aladdin's Eatery - Mayfield Village - Mayfield Village,Slyman's Tavern - Beachwood
Jzc4lKBUUNo_DD-9aQJsbQ,Kafeteria - Cleveland,Al & B's Barbeque - Cleveland,Cleveland Vegan - Lakewood
K6fYrrTorlpXmqutRcrHzg,Mulligans Pub and Grill - Avon,Margaritaville - Cleveland,Borderline Cafe - Lakewood
K6unI5ACMado5VoKID6Eng,Banter Beer & Wine - Cleveland,Steak 'n Shake - Elyria,Mitchell's Homemade Ice Cream - Avon - Avon
K74HYkFjYwhEpJt8HTOxnQ,Blue Ginger Asian Bistro - Parma,Crooked River Bbq + Beer - Lyndhurst,House of Hunan - Medina
KHdYW6Wl4wWXW60by60P0A,Arashi Japan Steak House - Westlake,Sokolowski's University Inn - Cleveland,Ninja Sushi And Hibachi - Mentor-on-the-Lake
KIanJQ6ZouQRQeaim8gZHQ,Tony Maloney's - North Royalton,Scramblers - North Olmstead,Bistro 83 - North Ridgeville
KR2kRmHnRCaNzOUEGoB25w,B Spot - Woodmere,The Rail - Fairlawn,Skyway Drive-In Restaurant - Fairlawn
KUf4XRy81XMJdY4Pjb27PQ,Cafe Bon Appetit - Cleveland,Hickory River Smokehouse - Aurora,Don Tequila Mexican Restaurant - Cleveland
K_eHzsM2fFjBevHYgQzq7g,Provenance - Cleveland,Scramblers - North Olmstead,Pupuseria La Bendicion - Cleveland
KcxNZlw2arK3jCX3-YV9TQ,Fun Buffet - Streetsboro,George's  Kitchen - Cleveland,Mark Pi's China Gate - Avon Lake
Kr1ANk9o4NrLu87xoWB80A,My Friends Deli & Restaurant - Cleveland,Willoughby Brewing Co. - Willoughby,Otto Moser Restaurant - Cleveland
Kr4HUtvJ8zRjCqbCJRSSSQ,Kan Zaman - Cleveland,JT's Diner - Willoughby,Maha's Falafil - Cleveland
KsYAGLP4yC7FbfixaeCHsA,Huron Square Deli - Cleveland,The Parma Tavern - Cleveland,Butcher and the Brewer - Cleveland
Kuv-QSWUtOm5IjAxcFMl8A,Pounders Bar & Grill - Cleveland,Dutch Country Restaurant - Middlefield,Seven Roses - Cleveland
Kx0A56bFy0O6U9e6wKH1gg,CoreLife Eatery - Strongsville,Szechwan Garden - Lakewood,Chen's Garden - Cuyahoga Falls
L-Go77QiXmXsYt9dYULPww,El Rio Grande - Mayfield Heights,Feng Lz Habachi Sushi & Bar - Broadview Heights,Hibachi Japanese Steakhouse - Independence
L4ot7EfMApX8YyKgId1kFQ,Chipotle Mexican Grill - Warrensville Heights,Chick-fil-A - Warrensville Heights,Chipotle Mexican Grill - Solon
L7txS44bvz862djgTOim9w,V's Gourmet - Cleveland,Don's Lighthouse - Cleveland,Brown Derby - Cleveland
LBUkK4EZ7h_dQggzJqZwZA,Eddie Cerino's Casual Italian - Lakewood,Planet Sub - Cuyahoga Falls,Yuzu - Lakewood
LFZS0THXFuiBCaeuxTkuKQ,RETRO Dog - Cuyahoga Falls,Black Dog Kitchen & Bar - Cleveland,PJ McIntyres Irish Pub - Cleveland
LJwS9epPXXvzel7bZ616Gg,Tavern At Twin Lakes - Kent,Bahama Breeze - Beachwood,Hibachi Japan Steak House - Cuyahoga Falls
LMam7VLCMJfa1EoUfAv61Q,Best Gyros - Northfield,Manhattan Deli - Mentor,Old Carolina Barbecue Company - Lyndhurst
LN1_wzxb0nmhuaFt6wQ8sQ,The Jailhouse Taverne - Grafton,Max & Erma's - Middleburg Heights,Panini's Bar & Grill - Concord
LNsZJP6jZ11e0tDljOLPiQ,Two Bucks North Olmsted - North Olmsted,Harry Buffalo - Lakewood,Tick Tock Tavern - Cleveland
LWk7Q5CTjpK-k_TfXdbApQ,Nuevo Modern Mexican & Tequila Bar - Cleveland,Corleone's Ristorante & Bar - Parma,Jaipur Junction - North Royalton
LiSt3sVWELm7nfVIKJs0MA,Nino's Italian Restaurant - North Ridgeville,Liquid Planet - Cleveland,Sokolowski's University Inn - Cleveland
Ll9ad207UhzrcisJ2xmy0w,Hot Sauce Williams Barbecue Restaurant - Cleveland,Bonchon - Seven Hills - Seven Hills,Cork & Cleaver Social Kitchen - Broadview Heights
LnkkArYSmU9pYRWOO6oPzw,Ricks Cafe - Chagrin Falls,The Pub Beachwood - Beachwood,Jake's On The Lake - Avon Lake
Lo27zN9ZcGUd8J6JPLccrw,Winking Lizard Tavern - Independence,Los Habañeros Authentic Mexican Restaurant - Shaker Heights,Pacers - Lakewood
Lo_kU1f3Jd1qCQNrUVeo_w,The Original Pancake House - Woodmere,Chipotle Mexican Grill - Brooklyn,Hyde Park Prime Steakhouse - Westlake
Lox6-6gfbRXgc4VMMwPb7g,City Tap - Cleveland,Nano Brew - Cleveland,Brennan's Colony - Cleveland Heights
LtLpq75BaIVtKa5Z-H7T8w,Outback Steakhouse - Macedonia,Sweet Melissa - University Heights,Don Ramon's Mexican Restaurant - Lyndhurst
LvnOhs9Udhyp5adF7Cq98g,Vintage Tea & Coffee - Cleveland,Franklin Square Deli - Kent,Luna Bakery Cafe - Cleveland
Lycld8xZmrgbRJD4qDxgGA,The Bourbon Street Barrel Room - Cleveland,Bowl Of Pho - Woodmere,Emperor's Palace - Cleveland
M4RwZL5bTBTwwbVcoaDbtw,Franklin Square Deli - Kent,Happy Dog at the Euclid Tavern - Cleveland,Mapleside Farms - Brunswick
MHxce6ztMkbYHR8z3Z1q3g,Southside Diner - Parma,Slyman's Tavern - Independence,Muldoon's Saloon & Eatery - Cleveland
MJHSWSh9Ixusz8t_VdL3qA,Mizu Japanese Sushi Restaurant - Parma,Osteria Di Valerio & Al - Cleveland,Trivs - Strongsville
MKCbZC6KR4oxA4LOQAVdhw,Boaz Cafe - Cleveland,Rue 254 - Avon,Salmon Dave's Pacific Grille - Rocky River
MN2oRaV4bZEbBIy_w7fNEQ,China Sea by CSU - Cleveland,House of Hunan - Fairlawn,India Garden - Lakewood
MPSPlwGM11T9yq9rNBIkog,Crop Kitchen - Cleveland,Rockne's - Strongsville,Burntwood Tavern - Rocky River
MQJxekA2SN8kmoo-kiq1dw,Batuqui - Cleveland,Aladdin's Eatery - Mayfield Village - Mayfield Village,Texas Roadhouse - Willoughby
