business_id,similar_1,similar_2,similar_3
F56TiSa71Tk4PIQ0HN8oag,Eddie's Pizzeria Cerino - Seven Hills,California Pizza Kitchen - Lyndhurst,Bucci's Brick Oven - Middleburg Heights
F6FYo3IpVwvAJ04kcwEh_w,The Greek House Grille - Wickliffe,Skyline Chili - Stow,Hatfield's Goode Grub - Cleveland
F80c5w4dUF1QoFcJG4JrmQ,The Cabin of Willowick - Willowick,Urban Farmer - Cleveland,Henry Wahner's Restaurant & Lounge - Kent
FC2wDc27USi6cx2GCGYaXQ,Sammies Bar and Grill - Tallmadge,Claddagh Irish Pub - Lyndhurst,Burntwood Tavern - Westlake
FEST-KPp7yupwqkArWvm2g,City Tap - Cleveland,Craft Beer Bar - Cuyahoga Falls,Winking Lizard Tavern - Lakewood
FI7RsrAxVdiDEuSKlYql1w,La Terraza Bar & Grill - Kent,Tomo Sushi & Hibachi - Cleveland,Nick's Diner - Cleveland
FQM4pVt1jeZcBGLIsXhXNA,Taqueria Junction - Olmsted Falls,Chipotle Mexican Grill - Fairview Park,Tres Potrillos - Beachwood
FSHT9-uNQq1MokvuEUNc3w,Fast Eddie's - Parma,Local Tavern - Willoughby Hills,Red Robin Gourmet Burgers - Orange Village
FXCnmBZvK_7vaXOIv8txmw,Red Robin Gourmet Burgers - Avon,Swensons Drive-In Restaurants - Montrose,P J Marley's - Medina
FZL7ZC3OG0lkdCAWPIajUg,Wahlburgers - Cleveland,The Rail - Strongsville,Burgers 2 Beer - Highland Heights
FdNdV2IZQnRlHyDicfVnMw,El Tolteca Mexican Grill - Brooklyn,Lake House Cafe - Lakewood,Bay Diner - Bay Village
FedVIzzA592Tchv3XnS18g,Cravings Cafe - Rocky River,Otani Noodle - Cleveland,Li Wah - Cleveland
FeigEbRVs3d_WoMVUhIT7g,AMP 150 - Cleveland,Stir Crazy Fresh Asian Grill - Lyndhurst,Brasa Grill - Cleveland
Ffcgz0ZYQ6H__t3JFFCZOA,Jet's Pizza - Westlake,Altieri's Pizza - Stow,Pizza by Robert - Westlake
Fg8qZ97aJjmdFgOYqLARDQ,Fresco Mexican Grill & Salsa Bar - Kent,Lure Bistro - Willoughby,Voodoo Tuna - Lakewood
FjWkdzVMhv5S-Lm1Qu1AEw,Bangkok Thai Cuisine - Cleveland,Thai Chili - Avon Lake,Pho & Rice - Cleveland Heights
FkW_GaYtciVJPsHClk30zA,Feng Lz Habachi Sushi & Bar - Broadview Heights,Dragon Garden Restaurant - Northfield,The Place To Be - Lakewood
Flu85aQ9mdeL0dyja4Vv0A,Cracker Barrel Old Country Store - Brooklyn,BD's Mongolian Grill - Cleveland Heights,Taco Local - Willoughby
FnlNoLbbYtljVmte6_nZFw,Luxe Kitchen & Lounge - Cleveland,Lolita - Cleveland,Granite City Food & Brewery - Lyndhurst
FnzYaH-uFANFyjrVuJkpwg,Burger Fresh - Brecksville,Five Guys - Mayfield Heights,BurgerFi - Cuyahoga Falls
FoVasFoCvniz8j26uwA_Hg,Maya - Berea,Goody's Restaurant - Brook Park,Canarys - North Olmsted
FpW25osFTrQf2dCIzAPavQ,Rizzi's Ristorante & Pizzeria - Copley,Giuseppe's Pizza & Subs - Wickliffe,Gentile's Bakery - Catering & Deli - Parma
FutUAQPBfCeTmqytfDW1pA,City Girl Donuts - Rocky River,Nipa Hut Oriental Food Mart - Cleveland,BIBIBOP Asian Grill - Cleveland
FvXZcRB8bocNMDvFUnoWhg,Pizza Whirl - Cleveland,Angies Pizza - Independence,Gina's Pizza - Bay Village
Fwi9X2fyQ0zVoWAlUi4skQ,Ruby Tuesday - North Olmsted,Loco Leprechaun - Westlake,The Pub Beachwood - Beachwood
Fxk23pD0vgRa95u1mPQ4tQ,Los Arcos Mexican Restaurant Bar and Grill - Cleveland,El Torito Taqueria Bar - Lakewood,Dos Coronas - Macedonia
Fy_FojwGrizFhLWoTPxFuQ,Jim's Open Kitchen - Solon,Kleifelds Restaurant - Willoughby,Wally Waffle - Tallmadge
FyfXTZpQPewhgI7zU5pVtA,Lone Star Steakhouse - North Olmsted,The Gorilla - Lakewood,Outback Steakhouse - Mentor
FysNvkBMtHaJAwnarboMNQ,Nuevo Acapulco - Tallmadge,George's  Kitchen - Cleveland,Nobu Tei - Solon
G0EJjh-dqJBmSEhQRog-hQ,Swensons Drive-In - West Akron,Swensons Drive-In - Seven Hills,Swensons Drive-In Restaurants - Montrose
G2_L24HgSEwRWSjODhNnzA,Davis Bakery & Delicatessen - Woodmere,Byte Cafe - Cleveland,Tadka Restaurant - North Olmsted
G9SOoi_tdUUeYLEzTRqPxw,Hickory River Smokehouse - Aurora,Mission BBQ - Parma,El Arepazo Y Pupuseria - Fairview Park
G9UlT-mBMdUwoUGCW405ow,SB Eightyone - Westlake,Crop Sticks - Cleveland,AMP 150 - Cleveland
GCr0eTVnVzFE72c-VJezoQ,Aladdin's Eatery - Cleveland,Aldo's Restaurant - Brooklyn,Aladdin's Eatery - Lakewood
GDpd9KZdUgnjcoCWTTphqw,Kabob Place - Westlake,New Wong's Chinese Restaurant - WICKLIFFE,Tea House Noodles - Cleveland
GECYtaSkNrRpBIiqkX-PyQ,Chicago Deli - Solon,El Tren Grill - Tallmadge,Fresh Food Deli - Medina
GIfZNMP0oIJCje_Xp0Bgrw,Forage Public House - Lakewood,The Rib Cage Smokehouse and Bar - Cleveland Heights,Melt Bar and Grilled - Independence
GQRql4WEd_tdMXJDzb7WIA,Winking Lizard Tavern - Lakewood,The Parma Tavern - Cleveland,Winking Lizard Tavern - Cleveland Heights
GQkCw7318u55O1JSCZL1Uw,Scotti's Italian Eatery - Cleveland,Crumb & Spigot - Chagrin Falls,Pranzo! - Willoughby
GXGQsBBdQ57nUaHHFF7_CQ,Blue Sky Restaurant - Amherst,The Original Pancake House - Fairview Park,Manhattan Deli - Mentor
G_CW38j3t6VOZiiYtJQvng,Main Street Continental Grill - Kent,Peties Family Restaurant - Willowick,The Diner On Clifton - Cleveland
GcA4laq0bKWDC6-50ATs1w,Provenance - Cleveland,Cibreo Italian Kitchen - Cleveland,Jezebels Bayou - Cleveland
GdZ-Ryn9QzqV4glodYF6Jg,Academy Tavern - Cleveland,Ray's Place - Fairlawn,Mike's Bar & Grille - Berea
GeZiOW34ZL6jC9g-mq9QvA,Ninh Kieu Vietnamese Restaurant - Cleveland,Thai Kitchen - Lakewood,Asia Garden - Strongsville
GeeR1ScER2WpFoJs1sTjsA,Crêpes De Luxe - Cleveland,Seven Roses - Cleveland,Chapati Indian Grill - Cleveland
Gf40Ghm5UXOPjyeURX7s8g,Otto Moser Restaurant - Cleveland,Two Bucks - Middleburg Heights,Panini's Bar and Grill - Willoughby
Gh2kkOnzieYqe5cVLtl7MA,Mahall's Twenty Lanes - Lakewood,Barley House - Cleveland,Society Lounge - Cleveland
Gk_leAREKfnhByT_evPuqA,Phusion Cafe - Cleveland,Lotus Thai House - Cleveland Heights,Charkha Exotic Indian Cuisine - Cleveland
GnJwQObGXwR7Sly6Bul0EQ,Cork-N-Bottle - Cleveland,Musketeers Bar & Grill - Richfield,Beerhead Bar & Eatery - Cleveland
GsEv2zIzYuGxWqTR2PE6Dw,Jukebox - Cleveland,806 Martini and Wine Bar - Cleveland,Becky's - Cleveland
GtSNTE2qMOZBlj0noCgCGw,Korea House - Cleveland,Saffron Patch - Beachwood,Cuisine of India - Parma Heights
GyPEDDIgpmThkzsq4TYlPQ,Peppermint Thai Cuisine - Pepper Pike,Jaipur Junction - Hudson,China Sea by CSU - Cleveland
H07XWxoGb3dMnSfdiZgrBA,Munch - Solon,Kosta and Vic's Family Restaurant - Parma,Fresh Food Deli - Medina
H1j34TgbrVZkxeww9xlJTw,Caribe Bake Shop - Cleveland,Gabe's Deli - Cleveland,Pita Pit - Fairview Park
H3cMcV9KK3g2pi68lDNsng,Tartine Bistro & Wine Bar - Rocky River,Club Isabella - Cleveland,Lolita - Cleveland
H3s8-8HdrZen0BpzMWvlhw,Local Tavern - Willoughby Hills,Harry Buffalo - Cleveland,Wexler's Tavern & Eatery - Cleveland
HBX4hBNcOYwAJ2kAWebtbA,Fresco Mexican Grill & Salsa Bar - Rocky River,Lopez - Cleveland Heights,Bakersfield - Cleveland
HC7XYU669ZXbE1cChU5U0Q,Dino's III - Wickliffe,Aldo's Restaurant - Brooklyn,Trattoria Roman Gardens - Cleveland
HCXvxrC-mjqxxrGrBjjYNA,Brown Bag Burger - North Olmsted,Five Guys - Mayfield Heights,Burger Fresh - Brecksville
HFvcnBSVPk66HUAaVKaK8A,Cuisine of India - Parma Heights,Pari Authentic Indian Cuisine - Chesterland,Szechuan Cafe - Cleveland
HGc61UN2Gr9RGQXC6mXFNQ,Clifton Martini & Wine Bar - Cleveland,Chesterland Tavern - Chesterland,Panini's Bar & Grill - Twinsburg
HIvLwkEYuGRtI17H2x7RuQ,Noosa Bistro - Mentor,Flying Fig - Cleveland,Spice Kitchen + Bar - Cleveland
HNs2Nf-trqFTDtho4vhfmA,Fat Cats - Cleveland,Cleveland Chop - Cleveland,Johnny's Downtown - Cleveland
HNv5U4CnJIY5CiwdedVrHQ,Table 45 - Cleveland,Hook & Hoof - Willoughby,Brasa Grill - Cleveland
HO__o8ndEqZS84voSZZONQ,Falafel Cafe - Cleveland,Laziza - Kent,Timber Lodge - Medina
HQl28KMwrEKHqhFrrDqVNQ,Granite City Food & Brewery - Lyndhurst,Market - Rocky River,Mavis Winkle's Irish Pub - Independence
HW8iARU2n2wOkezDWKit_Q,Ohio City Pizzeria - Cleveland,PIZZAFIRE - Cleveland,Jet's Pizza - Westlake
HWgz2YN0VKQzJ1Mlh1DjMA,Bar 145 - Avon - Avon,Bar 145 - Kent,Red Robin Gourmet Burgers - Orange Village
He6gCZdGICRXw-G7IusxBA,Cracker Barrel Old Country Store - Copley,Aladdin's Eatery - Cuyahoga Falls,Stonetown - Cleveland
Hew_aO1WsHAlRpaxXcbgqw,Jet's Pizza - Lyndhurst,Valentino's Pizza - Cleveland,pizzaBOGO - Cleveland
HmF1uRRxucvELiPWXXsZPw,Earth Bistro Cafe - Cleveland,Freshly's - Willoughby,Ferris Shawarma - Lakewood
HrppuvgMdHCCWw6UObirrA,John's Diner - Lakewood,Toko Japanese Steak House - Streetsboro,Mucho Buenos - Brunswick
Hs68UjZqsTncXTT7V0J9fg,Bonefish Grill - Independence,Strip - Avon,IHOP - Avon
Hy_UuNOaOgpoBDo-d-kcbw,Pita Pit - Fairview Park,Cleveland Vegan - Lakewood,DiBella's Subs - Independence
I1qRb4qqQRly7NhIOCkk_Q,Grind Burger - Highland Heights,Flip Side - Hudson,FlipSide - Chagrin Falls
I2lDmQHDxnUKbEBJuJCW6w,Siam Cafe - Cleveland,Seoul Garden - Parma,Susy's Soup & Deli - Cleveland
I5YF1kl3LCVM6nDeP8rUzQ,3 Brothers Pizza - Middleburg Heights,Antonio's - Parma,3 Palms Pizzeria - Hudson
I6ocB-D9EAlk3Y9xGll1qA,The Standard - Cleveland,Ken Stewart's East Bank - Cleveland,Skye Bistro - Mentor
I81hDYqQjMaaE3p6KyRMJA,Barroco - Lakewood,Dianna's Deli & Restaurant - Lakewood,Manhattan Deli - Mentor
IAbq5UuXX_hJbxTOB5suWQ,Kumo Japanese Seafood Buffet - Parma,Chipotle Mexican Grill - Macedonia,Kung Fu Tea - Cleveland
IBTbSC9zAodn54NuuphLhQ,Aladdins' Bakery & Market - Cleveland,Presti's Bakery - Cleveland,Fragapane Bakeries - North Olmsted
ICimDC0cbPBMfeQd88IicQ,Compadres - Painesville,Chipotle Mexican Grill - Mayfield Heights,El Rodeo - North Olmsted
IFaRfrlwhQo4gILB0wmA-g,Tommy's Restaurant - Cleveland Heights,Al & B's Barbeque - Cleveland,Skyline Chili - Lyndhurst
IJ4Xbz-LK32oW7SDtMwiQw,Lopez - Cleveland Heights,Texas De Brazil - Woodmere,Johnny's Bar - Cleveland
IJSu7R5hDqX03Fvh8XoUiw,West Park Station - Cleveland,Shooters On The Water - Cleveland,Holiday Inn Cleveland-Strongsville - Strongsville
IJlEACzNH-i_6Ovppj1KSQ,Sol - Willoughby,El Carnicero - Lakewood,Johnny's Bar - Cleveland
IMoMOGoIDabx_Gnkw4-mmg,Panda Express - South Euclid,Dos Coronas - Macedonia,El Camino - Aurora
IOQ7hWDbdzZgOSr2sDELoQ,P J Marley's - Medina,Streat Burger - Lakewood,Wahlburgers - Cleveland
IPF4KcnNTuITlyiaSooD4w,Suds Maguire's Bar and Grill - Berea,Pacers - Lakewood,Beach Club Grill - Mentor
IPrtHNKwLERUKvYJGDOHtg,Ha Ahn Korean Restaurant - Cleveland,Szechuan Gourmet - Cleveland,Souper Market - Lakewood
IR7jxb7CAhdT1MNdhpK9rw,Boulevard Tavern - Cuyahoga Falls,Redhawk Grille - Painesville,Brick House Tavern + Tap - Cuyahoga Falls
ITde2CeOZ6fUG9h3xb-Nag,Lago East Bank - Cleveland,Club Isabella - Cleveland,Astoria Cafe and Market - Cleveland
IUmylj6lLBFUyQtBnxB_jQ,Civilization - Cleveland,Cool Beans Cafe - Medina,Cafe Stratos - North Olmsted
IXLDpnSLYiyz9tjOrpCFpA,Parkview Nite Club - Cleveland,James Place - Aurora,New Heights Grill - Cleveland
IYpaW7h8aPYKIK84_ZKMIg,Sara's Place - Gates Mills,Moncho's Bar & Grill - Cleveland,Texas De Brazil - Woodmere
IZGiXMg13LvEqm8IGE_Gag,Corky and Lenny's - Woodmere Village,Shawarma Brothers - Cuyahoga Falls,Hot Head Burritos - Mayfield Heights
IarLBVbjB_rLDdZeCg-ydg,Ushabu - Cleveland,Cafe Tandoor - Cleveland Heights,Zoma Ethiopian Restaurant - Cleveland Heights
IbWfINxjH4IwNCsbqFexiA,Yuzu - Lakewood,Nighttown - Cleveland,Townhall - Cleveland
IfdaoLWUc8LJU8BE3qb0Ng,Zappitelli's Pizza - Mentor,Stancato's Italian Restaurant - Cleveland,Jimmy Daddona's - Solon
IfdwBSEuDK3fKvVHVX9k0A,Hatfield's Goode Grub - Cleveland,Yours Truly Restaurants - Chagrin Falls,Skyline Chili - Lyndhurst
Ih0f0UyhFufm3C7kR72DSQ,Texas de Brazil - Westlake,Jezebels Bayou - Cleveland,Michaelangelo's - Cleveland
Im0hMcWaqWIzuBM8xILDsA,Cabin Club - Westlake,Bahama Breeze - Beachwood,Stadium 3 Bar & Grille - Cleveland
IoXcQkLpEaiv6S7ITelLWg,Umami - Chagrin Falls,Anatolia Cafe - Cleveland Heights,Cafe Tandoor - Cleveland Heights
IpQG7s5l7ba5NxyzTxn7pg,Priya Indian Restaurant - Parma,China Sea by CSU - Cleveland,Lemongrass Grill - Munroe Falls
IqKanbuCPO4kTBElID3V1Q,Great Scott Tavern - Euclid,Buffalo Wild Wings - Lyndhurst,Buffalo Wild Wings - Warrensville Heights
IqXDpeNbePsW1jR7SSO57w,Crêpes De Luxe - Cleveland,Chapati Indian Grill - Cleveland,The Proper Pig Smokehouse - Lakewood
Iw9k29FJCZ0fC68oxK1NtA,La Plaza Supermarket - Cleveland,Mi Pueblo - Cleveland,Fuji Grill Buffet - Parma
IzEHkReZTds6ipOaCq2G6g,Tony K's Bar & Grille - Berea,Coastal Taco - Cleveland,Otto Moser Restaurant - Cleveland
J-c9f_geQDMcNiZSjJDDYw,Indian Flame Restaurant - Cleveland,Thai Thai - Lakewood,Phnom Penh - Cleveland
J1KCaKqw-1qcERELeTJEBA,"First Watch - Breakfast, Brunch & Lunch - Macedonia",Fiesta Jalapeños - Medina,Tomo Sushi & Hibachi - Cleveland
J1RDyyPxhioqm8c_fi4P4Q,Cork & Cleaver Social Kitchen - Broadview Heights,The Cheesecake Factory - Westlake,Hook & Hoof - Willoughby
J4fxdRNWmqckOHTPJocWEw,Hyde Park Prime Steakhouse - Beachwood,Cibreo Italian Kitchen - Cleveland,Morton's The Steakhouse - Cleveland
J4jxIxv_vgmWHCajos_B8w,Nazca Bar & Grill - Eastlake,Stonetown - Cleveland,Stella Mia Ristorante - Westlake
J4tO07oCDhwP3rdcgjjdxg,Eddie's Pizzeria Cerino - Seven Hills,Crumb & Spigot - Chagrin Falls,Cibo Homemade Pasta & Grille - Chagrin Falls
J5kUNCioqtgNCursxMMJaw,The Melting Pot - Fairview Park - Fairview Park,Trivs - Strongsville,Cabin Club - Westlake
J5tGb5yI9-bMEohZrtf0SQ,My Pizzetta - North Royalton,Sauced Wood Fired Pizza - Fairview Park,PIZZAFIRE - Cuyahoga Falls
J6NSVc43WrlPnnVHezz7dw,Vincenza's Pizza & Pasta - Cleveland,Noce Gourmet Pizzeria - Chardon,Mr G's Pizzeria & Wings - Fairlawn
J6sLDg0ZdWch_1S8hyEbgg,Ohio Kabob Grill - North Olmsted,Mashiso Asian Grille - North Olmsted,Aladdin's Eatery - Westlake
J7B-hSSYDYSIQx5xiqOJTw,Nuevo Modern Mexican & Tequila Bar - Cleveland,Bomba Tacos & Rum - Rocky River,Russo's - Peninsula
JBt7b3Z9of23xuz3_uIq3Q,Bo Loong - Cleveland,El Señor's Tacos - Painesville,Mi Pueblo Taqueria - Cleveland
JC-8I-jD2FUaFc3512dVcQ,Chipotle Mexican Grill - Middleburg Heights,BD's Mongolian Grill - Cleveland Heights,Taco Local - Willoughby
JCdEeoMxmY-kBgIrjbvwRw,Musketeers Bar & Grill - Richfield,Aces Grille - North Ridgeville - North Ridgeville,South East Gears & Cheers Restaurant & Bar - Bedford Heights
JFaTPxWQC14VmFnXLv7W1g,Melt Bar and Grilled - Cleveland Heights,Melt Bar and Grilled - Independence,Melt Bar and Grilled - Mentor
JHtxvPm0XFAeGJ1OdviCrA,Mint Cafe - Cleveland Heights,Bangkok Thai Cuisine - Cleveland,Tree Country Bistro - Cleveland Heights
JI88Hdn6TM6rpYIUEk_xwA,Aladdin's Eatery - Lakewood,Potbelly Sandwich Shop - Independence,Aladdin's Eatery - Cleveland
JJe0yIYC_M3la1Qbm9i3UQ,Mahall's Twenty Lanes - Lakewood,Harry Buffalo - Parma Heights,Prosperity Social Club - Cleveland
JKAYcu_1UPHTyquCZCKPaw,Salmon Dave's Pacific Grille - Rocky River,Bonefish Grill - Independence,XO Prime Steaks - Cleveland
JKM8N-qeXl_cLXOFRpevEA,"Red, Wine & Brew - Mentor - Mentor",Fox & Hound English Pub & Grille - Parma,The Boneyard Beer Farm and Mesquite Grill - Mayfield Heights
JLQJVA4khqQ1LNWCJJHgGw,Bar 50/20 - Solon,Tilted Kilt Pub & Eatery - Cleveland,The Berea Depot - Berea
JO5_Frcbp9J732VNn-I3Ew,Flaming Ice Cube - Cleveland,Yours Truly Restaurants - Chagrin Falls,Scooter's Dawghouse - Mentor
JPmu9-2jd7nGIuTXEqT9zg,Dave's Cosmic Subs - Hudson,Aladdins' Bakery & Market - Cleveland,Fragapane Bakeries - North Olmsted
JTstxpVRd_uSD3hCxzrEvw,Don Patron Mexican Grill - Hudson,Jalapeno Loco - Mentor,Chipotle Mexican Grill - Mayfield Heights
JU7xlxQ4PMl5gAUkPk4uDw,Bistro 83 - North Ridgeville,Tinkers Creek Road Tavern - Walton Hills,Lager & Vine Gastropub & Wine Bar - Hudson
JVT4ES1BrKmmE6e2vt4E9g,Mashiso Asian Grille - North Olmsted,Ohio Kabob Grill - North Olmsted,Nosh Eatery & Creative Catering - Hudson
JXiOlujB1i7aZvkNJ9xpzQ,Saaj Lebanese Bar & Grill - Solon,Hibachi Japan Steak House - Cuyahoga Falls,Taqueria Junction - Olmsted Falls
JY4kqpElqfflV51PGttFNA,Merchant Street - Cleveland,Cleveland Chop - Cleveland,Square Bistro - Chardon
J_h3PRl7_6xmOy2C7dvs-Q,Taza A Lebanese Grill - Cleveland,Chicago's Home of Chicken & Waffles - Cleveland,Stonetown - Cleveland
JbcnVOswmYGgA-iMek98vg,Palookaville Chili - Cleveland,Cleveland Vegan - Lakewood,Cleveland Pickle - Cleveland
Jbl6p9CVkfCB8fWYFd2-Qw,Jekyll's Kitchen - Chagrin Falls,Tartine Bistro & Wine Bar - Rocky River,Ratatouille Restaurante - Beachwood
Jc5TLi7cGKNlxfs2HF3GhA,George's  Kitchen - Cleveland,Nicky & Smitty's Deli Restaurant - Aurora,Gray Dog Diner - Lakewood
Jd9L7pNhC982XeCNbPncXg,Humble Wine Bar - Lakewood,The Wild Goose - Willoughby,Cha Spirits & Pizza Kitchen - Cleveland
JezHN-9KKLTMbojq00VP0g,Red Lobster - Beachwood,BayLobsters Fish Market - Twinsburg,Empress Taytu Ethiopian Restaurant - Cleveland
JftoP9r6TT98v83hfY9RZw,Liquid Planet - Westlake,Wild Fusion - Brunswick,Hop Hing - North Royalton
JgtawtDX0Oie8ZXz2NfjYQ,Los Girasoles - Kent,Bagley's Grill - Middleburg Heights,Mike & Dee's Diner - Cleveland
JkQSLe_rBftbTJdZuQFlSw,Michaelangelo's - Cleveland,Nora - Cleveland,Bucci's J Bella - Strongsville
JlkHGjgS3MJ5FqEDJdu8xQ,Olive Garden Italian Restaurant - Mentor,Outback Steakhouse - Independence,Red The Steakhouse - Cleveland
JqcYO5T8OZ8ukDPMwAzu7A,Vero Pizza Napoletana - Cleveland Heights,In Forno Pizza - Avon,Sweet Basil Neapolitan Style Pizzeria - Westlake
Jqd8QeYoBxJvYxhG0Lekyg,Laziza - Kent,Michael's Restaurant & Bar - Rocky River,O'Charley's Restaurant & Bar - Cuyahoga Falls
JtRKB_HJgpIHSduMSyyIkw,Thai Kitchen - Lakewood,Tree Country Bistro - Cleveland Heights,China City - Kent
Jzc4lKBUUNo_DD-9aQJsbQ,Stino Da Napoli - Rocky River,La Shish Grill - Stow,Pancho & Lefty's - Stow
K6fYrrTorlpXmqutRcrHzg,Plank Road Tavern - Lakewood,Bar Louie - Westlake,Ray's Place - Fairlawn
K6unI5ACMado5VoKID6Eng,The Cheesecake Factory - Westlake,Zanzibar Soul Fusion - Cleveland,Mitchell's Fish Market - Woodmere
K74HYkFjYwhEpJt8HTOxnQ,Bakersfield - Cleveland,Fresco Mexican Grill & Salsa Bar - Rocky River,The Plum - Cleveland
KHdYW6Wl4wWXW60by60P0A,House of Hunan - Medina,Newdle Bar - Kent,Bloom Bakery at Public Square - Cleveland
KIanJQ6ZouQRQeaim8gZHQ,Jezebels Bayou - Cleveland,Brasa Grill - Cleveland,Michaelangelo's - Cleveland
KR2kRmHnRCaNzOUEGoB25w,Burgers 2 Beer - Highland Heights,The Rail - Fairlawn,BRGR 9 - Cleveland
KUf4XRy81XMJdY4Pjb27PQ,New Wong's Chinese Restaurant - WICKLIFFE,Kabob Place - Westlake,Szechuan Gourmet - Cleveland
K_eHzsM2fFjBevHYgQzq7g,Hot Head Burritos - Mayfield Heights,My Thai - Chesterland,Charm Thai Restaurant - Parma
KcxNZlw2arK3jCX3-YV9TQ,Aladdin's Eatery - Cleveland,Thon Buri Thai Cuisine - Chagrin Falls,Cafe Tandoor - Westlake
KnaIbUk-eQm_tEsENO1oFw,Sussex Seafood & Grille - WICKLIFFE,Mashiso Asian Grille - North Olmsted,Dragon Gate - Parma Heights
Kr1ANk9o4NrLu87xoWB80A,Winking Lizard Tavern - Cleveland Heights,McNultys Bier Markt - Cleveland,Fat Head's Brewery & Tap House - Middleburg Heights
Kr4HUtvJ8zRjCqbCJRSSSQ,Maya - Berea,Fujiyama Steakhouse & Sushi Bar - Avon,Shinto Japanese Steakhouse & Sushi Bar - Strongsville
KsYAGLP4yC7FbfixaeCHsA,Karl's Inn Of The Barristers - Cleveland,Panera Bread - Lakewood,Pappou Cafe - Parma
Kuv-QSWUtOm5IjAxcFMl8A,Chipotle Mexican Grill - Cleveland,Cafe Europa and Bistro - Willoughby,Hibachi Japan Steak House - Cuyahoga Falls
Kx0A56bFy0O6U9e6wKH1gg,Jack's Deli & Restaurant - Cleveland,Cleveland Pickle - Cleveland,Mezza Mediterranean Cuisine - Westlake
L-Go77QiXmXsYt9dYULPww,"First Watch - Breakfast, Brunch & Lunch - Rocky River",El Palenque - Eastlake,Vieng's Asian Bistro - Westlake
L4ot7EfMApX8YyKgId1kFQ,Moosehead Hoof & Ladder - Olmsted Falls,Local Tavern - Mentor,Fisher's Cafe & Pub - Peninsula
L7txS44bvz862djgTOim9w,Crop Bistro & Bar - Cleveland,Noodlecat - Cleveland,Hook & Hoof - Willoughby
LBUkK4EZ7h_dQggzJqZwZA,Ceedo's Eatery - Stow,Jimmy's - Painesville,Manhattan Deli - Mentor
LFZS0THXFuiBCaeuxTkuKQ,The Mason Jar Grill & Pub - Aurora,Red Robin Gourmet Burgers - Willoughby,Heck's Cafe - Cleveland
LJwS9epPXXvzel7bZ616Gg,Momocho - Cleveland,Das Schnitzel Haus - Parma,Henry Wahner's Restaurant & Lounge - Kent
LMam7VLCMJfa1EoUfAv61Q,Phuel Cafe - Cleveland,Superior Restaurant - Cleveland,The Original Pancake House - Fairview Park
LN1_wzxb0nmhuaFt6wQ8sQ,Happy Moose Bar and Grill - Streetsboro,Play Arcade and Kitchen - Mayfield Heights,Pub Frato - Concord
LNsZJP6jZ11e0tDljOLPiQ,West End Tavern - Lakewood,Quaker Steak & Lube - Mentor,The Tavern of Stow - Stow
LWk7Q5CTjpK-k_TfXdbApQ,Table 45 - Cleveland,Jezebels Bayou - Cleveland,AMP 150 - Cleveland
LiSt3sVWELm7nfVIKJs0MA,Cyclones Pitas - Fairview Park,Fragapane Bakeries - North Olmsted,Cucina Rustica - Chagrin Falls
Ll9ad207UhzrcisJ2xmy0w,Burntwood Tavern - Chagrin Falls,Houlihan's - Westlake,Corkscrew Saloon - Medina
LnkkArYSmU9pYRWOO6oPzw,Best Gyros - Northfield,Lyndhurst Diner - Lyndhurst,The Diner On Clifton - Cleveland
Lo27zN9ZcGUd8J6JPLccrw,Steak 'n Shake - Elyria,Scooter's Dawghouse - Mentor,The Coney Company - Cleveland
Lo_kU1f3Jd1qCQNrUVeo_w,Chapati Indian Grill - Cleveland,Mary Yoder's Amish Kitchen Bakery & Gifts - Middlefield,Panda Express - Avon
Lox6-6gfbRXgc4VMMwPb7g,World of Beer - Lakewood,Market Avenue Wine Bar - Cleveland,City Tap - Cleveland
LtDYRcMJbJPhXPEklT29Fw,Austin's Smokin' Steakhouse - Cleveland,Moosehead Grill - Amherst,Hyde Park Prime Steakhouse - Westlake
LtLpq75BaIVtKa5Z-H7T8w,Fleming's Prime Steakhouse - Woodmere - Woodmere,Mad Jack's Grill & Pub - Aurora,Moxie - Beachwood
LvnOhs9Udhyp5adF7Cq98g,Mizu Japanese Sushi Restaurant - Parma,Ninja Sushi And Hibachi - Mentor-on-the-Lake,Young's Sushi - Willoughby
Lycld8xZmrgbRJD4qDxgGA,El Rodeo - North Olmsted,Jalapeno Loco - Mentor,Sugarcreek Restaurant - Sheffield
M4RwZL5bTBTwwbVcoaDbtw,Merry-Arts Lounge - Lakewood,Harry Buffalo - Parma Heights,Hansa Brewery - Cleveland
MHxce6ztMkbYHR8z3Z1q3g,Chick-fil-A - Strongsville,Cleveland Pickle - Cleveland,Tarboosh Eatery - Parma
MJHSWSh9Ixusz8t_VdL3qA,D'Italia - Westlake,Caffe Roma - Cleveland,Pepper's Italian Restaurant - Lakewood
MKCbZC6KR4oxA4LOQAVdhw,Falafel Xpress - Lakewood,Bonbon Pastry and Cafe - Cleveland,Cleveland Vegan - Lakewood
MN2oRaV4bZEbBIy_w7fNEQ,Troy Grille - Kent,My Thai - Chesterland,Byte Cafe - Cleveland
MPSPlwGM11T9yq9rNBIkog,Knotts Family Diner - Valley City,Wally Waffle - Tallmadge,George's  Kitchen - Cleveland
MQJxekA2SN8kmoo-kiq1dw,Murray Hill Market - Cleveland,Guarino's Restaurant - Cleveland,BIBIBOP Asian Grill - Cleveland
